,item_no,embedding
113,BA6669,"[ 0.06860076  0.10435087 -0.21781823 -0.11541222 -0.3534583  -0.3923515
 -0.07443619 -0.2846757   0.29198402  0.01455149  0.21366784  0.04965546
 -0.2558182   0.17378423  0.17907846  0.5085722   0.03456724  0.16486481
  0.31202912 -0.07083344 -0.2726957  -0.1814022   0.28215125  0.03227687
 -0.32397917 -0.16600432  0.45751768 -0.0673321   0.31797713 -0.24875134
 -0.04537431  0.01495019  0.26460356  0.43337736  0.14712963  0.20156494
  0.15221995  0.06640428 -0.30994797 -0.2680966   0.08708356 -0.05318218
  0.09606951  0.31838575  0.08732705 -0.24271148  0.18342064 -0.10580111
  0.01096376  0.06890624 -0.5222464  -0.3924591   0.13671006 -0.16064653
 -0.08574583 -0.12812035  0.04712207 -0.14283013  0.17152949  0.04961657
  0.22993137 -0.40320897 -0.19965592 -0.25605035  0.1641135   0.14666104
  0.01262241  0.21197039 -0.27021134  0.06840252  0.16034259  0.43182254
  0.05095297 -0.5581939   0.22121602  0.17241132  0.2103523   0.2673727
  0.18713605 -0.08327469  0.1921592   0.24506584 -0.0761623   0.09389289
 -0.02867078 -0.4732289  -0.15950122 -0.05125612 -0.15966733  0.52400756
  0.14790362  0.06641325  0.26752585  0.21575394 -0.20374168  0.3895483
 -0.03081485  0.25864807 -0.65110505 -0.25528538 -0.22057435  0.18896279
 -0.21104667  0.29149964 -0.20667255 -0.21229894  0.14334705  0.04885227
  0.20784391  0.15149516 -0.4262716  -0.29902977 -0.19829081  0.48309845
 -0.03094233 -0.28127205  0.1343463   0.19632263  0.4261116  -0.08738544
 -0.07013949 -0.44685763 -0.5129721  -0.33935302 -0.38770217  0.0918474
  0.17118548  0.0328335 ]"
114,BA3327,"[ 4.70516682e-02  7.11209476e-02 -1.79602087e-01 -9.82698500e-02
 -2.58609653e-01 -4.37324822e-01 -1.14152700e-01 -3.60738635e-01
  2.80214787e-01  4.89275008e-02  1.42276943e-01  6.95684403e-02
 -1.83118701e-01  6.98250979e-02  1.72174454e-01  3.86006981e-01
 -6.53901696e-03  1.97547913e-01  3.42913270e-01  7.66530633e-04
 -2.00701922e-01 -1.87877625e-01  1.95073396e-01  3.59102339e-02
 -1.60357863e-01 -1.47836939e-01  3.32832128e-01 -5.08487150e-02
  2.66201317e-01 -2.73569822e-01 -1.15214542e-01  9.19530392e-02
  2.40406975e-01  3.08253348e-01  1.48590654e-01  1.74376249e-01
  1.80895507e-01  9.56346616e-02 -2.76098669e-01 -2.06257641e-01
  2.97838971e-02  1.26989707e-02  5.46049476e-02  2.53614455e-01
  1.44019246e-01 -1.41549811e-01  9.41430852e-02 -6.69522360e-02
  7.44256377e-02  3.47746424e-02 -3.89647484e-01 -3.05966616e-01
  1.04474850e-01 -1.06501348e-01 -1.08580120e-01 -2.03291878e-01
  1.47058591e-02 -2.57988751e-01  2.05137759e-01  6.40453622e-02
  1.93887800e-01 -3.34313452e-01 -2.95131505e-01 -1.36720628e-01
  7.03019127e-02  1.56017154e-01  2.74002552e-04  1.74250573e-01
 -2.09773928e-01  6.01157099e-02  1.95462778e-02  3.06106389e-01
  8.66939053e-02 -5.14969468e-01  1.64411813e-01  5.77048436e-02
  2.17360795e-01  1.49643481e-01  1.54941142e-01 -6.63279593e-02
  1.27172247e-02  9.59426239e-02 -4.52669933e-02  1.14601254e-01
  4.78504337e-02 -3.50333601e-01 -2.68418908e-01 -9.54679251e-02
 -1.64147526e-01  4.49386597e-01  9.67753604e-02  1.15435407e-01
  2.35434055e-01  1.88349634e-01 -2.56060928e-01  3.89098346e-01
 -1.79543570e-02  2.47153252e-01 -5.71442366e-01 -2.68377721e-01
 -1.48471475e-01  1.09684356e-01 -1.45571500e-01  1.97220922e-01
 -1.17447101e-01 -2.65912056e-01  9.70462039e-02  6.18467852e-02
  1.57351211e-01  1.85667008e-01 -3.34270030e-01 -1.29829556e-01
 -1.40290871e-01  4.21254218e-01  7.95340464e-02 -2.05272257e-01
  1.56356394e-01  2.48521060e-01  3.13367397e-01 -4.96902913e-02
 -7.32791424e-02 -4.09937441e-01 -5.11212647e-01 -3.01921725e-01
 -3.35720778e-01  1.19100600e-01  1.76146507e-01 -6.25032932e-03]"
115,BA6262,"[ 5.80070317e-02 -1.72611624e-02 -3.10396925e-02 -2.35859066e-01
 -2.83318102e-01 -4.68379259e-01 -1.65759057e-01 -3.15293431e-01
  2.17450127e-01  9.26564187e-02  3.42860579e-01  2.98675209e-01
 -9.64046046e-02 -6.19645342e-02  3.22390676e-01  5.80129623e-01
 -1.57219261e-01  2.81667739e-01  2.93964922e-01 -1.03955321e-01
 -1.42914414e-01 -9.67727005e-02  4.10154462e-01  2.46795028e-01
 -2.69178897e-01 -1.43545732e-01  5.10655046e-01 -3.19191962e-02
  1.20865792e-01 -2.38413215e-01 -2.37223864e-01  2.12321639e-01
  9.61862803e-02  1.49735510e-01  2.64758646e-01  3.24917108e-01
 -4.91114557e-02  1.72158122e-01 -3.76518607e-01  1.49860643e-02
  1.12084895e-02  1.98788762e-01 -6.93067908e-02  5.56000948e-01
  2.05438480e-01 -1.74412325e-01  1.85966343e-01 -2.12098211e-01
  7.85588846e-02  1.10929586e-01 -5.34499943e-01 -1.78301051e-01
  3.26414824e-01 -1.71143800e-01 -1.84738234e-01 -3.98614287e-01
  4.24727686e-02 -2.70122916e-01  2.25224406e-01 -2.20359161e-01
  8.17048997e-02 -4.73292172e-01 -1.80389017e-01 -2.34460115e-01
  2.69210458e-01  1.62953794e-01  5.83530441e-02  2.56581485e-01
 -2.87323058e-01  7.61120096e-02  1.95523679e-01  3.02896351e-01
  2.69544840e-01 -5.55569708e-01  8.15957114e-02 -1.11319512e-01
  7.04842806e-02 -5.58791086e-02  1.86270416e-01  2.18904749e-01
  4.69286367e-02  4.44222242e-05 -1.39604092e-01  5.70490658e-02
  3.58755477e-02 -3.66465509e-01 -2.92963326e-01  9.56590250e-02
  3.20263617e-02  5.74312508e-01  1.76252335e-01  1.97861910e-01
  4.47140425e-01  1.27746195e-01 -2.18313903e-01  4.49442595e-01
  6.04160726e-02  1.22929402e-01 -6.40083194e-01 -4.70881999e-01
 -3.98229361e-02  1.44919753e-01 -7.08361045e-02  2.73637235e-01
 -7.09028021e-02 -1.97166085e-01 -7.90459365e-02  2.54355907e-01
  1.59811392e-01  1.24364778e-01 -4.17196065e-01 -3.18890899e-01
 -3.80289078e-01  4.78123367e-01  1.43457651e-01 -1.42349571e-01
 -4.35163155e-02  2.69176245e-01  5.03208399e-01  1.06031708e-01
 -2.61642903e-01 -4.72926289e-01 -4.62613702e-01 -3.26673388e-01
 -1.66519299e-01  2.69943058e-01  3.57660890e-01 -1.30903304e-01]"
116,BA6369,"[ 0.07107496  0.0595306  -0.118508   -0.12391093 -0.1789467  -0.36720484
 -0.09216849 -0.2504478   0.23577935  0.04761733  0.32321128  0.13322547
 -0.17189735  0.02001861  0.21768633  0.483641   -0.0849319   0.20464173
  0.24198242 -0.021156   -0.12939562 -0.14467621  0.2686732   0.12952831
 -0.24897748 -0.07496566  0.3743591  -0.03155136  0.20849174 -0.25344196
 -0.19765571  0.0779999   0.18806376  0.24276406  0.14405453  0.28662017
  0.00072698  0.14815512 -0.33758456 -0.04746435  0.03259724  0.08009586
 -0.07273109  0.43473846  0.16768216 -0.12515154  0.22432761 -0.1406351
 -0.04600891  0.0357856  -0.4521389  -0.23476945  0.18253589 -0.12904808
 -0.12724149 -0.20818926  0.01152186 -0.20446806  0.1912486  -0.06350884
  0.14379111 -0.41012788 -0.2392031  -0.21319616  0.13123243  0.13163134
  0.09278782  0.17326203 -0.3034714   0.08288182  0.15393865  0.29854435
  0.26440686 -0.45860976  0.04398435  0.00903156  0.16676864  0.02853315
  0.1879516   0.09681737  0.09868912  0.09880513 -0.13731271  0.08918694
 -0.0428318  -0.34478047 -0.24805373 -0.0131003  -0.0126982   0.45430338
  0.10586163  0.13009165  0.2928642   0.17355707 -0.22564977  0.36408007
 -0.07901931  0.16237956 -0.50039375 -0.3738871  -0.09789279  0.11823591
 -0.04445897  0.28107604 -0.03805109 -0.22003047  0.09420428  0.16474625
  0.21588573  0.07717007 -0.29101884 -0.13798422 -0.25424373  0.39209977
  0.06455021 -0.11024517 -0.08273359  0.27666992  0.3590316   0.05278241
 -0.20653594 -0.32015768 -0.4138199  -0.22789837 -0.25631136  0.16702627
  0.20324537  0.02709558]"
117,CA1912,"[ 0.15424092 -0.08395071 -0.06140912 -0.270206   -0.2845096  -0.7014304
 -0.1705716  -0.4094295   0.31280565  0.12798925  0.58765745  0.3482591
 -0.05642911 -0.19911009  0.45617807  0.6789427  -0.22952402  0.30744785
  0.34878528  0.00095317 -0.08895126 -0.15415421  0.600338    0.273917
 -0.1518701  -0.10647558  0.48077798  0.02044079  0.15263048 -0.2460024
 -0.37308645  0.24285167  0.17590478  0.03221618  0.3839214   0.48816848
 -0.15077034  0.18284217 -0.55644387  0.03430053 -0.07674743  0.29808366
 -0.18737337  0.70979214  0.18738185 -0.1693016   0.34370658 -0.20302102
  0.09062006  0.22241816 -0.6601733  -0.16036102  0.49985516 -0.2264336
 -0.1893735  -0.64765626  0.00573942 -0.30360216  0.32664546 -0.23724934
  0.1405055  -0.5071751  -0.2546674  -0.29966038  0.25261754  0.1895583
 -0.0234063   0.30946514 -0.31511962  0.10061558  0.25714013  0.37098706
  0.3664086  -0.47540486 -0.0788429  -0.12843841  0.04892298 -0.1497544
  0.32577315  0.25978845  0.09587824  0.08106014 -0.11555929 -0.0064218
  0.06923117 -0.3094561  -0.41635922  0.10347079  0.08606759  0.5483222
  0.14796644  0.08147369  0.43739825  0.09350253 -0.13161317  0.48531187
  0.06071599  0.09080652 -0.68217313 -0.6558161  -0.0176546   0.1669434
 -0.04557648  0.23658636  0.01572746 -0.0887009  -0.1064432   0.30558255
  0.1726995   0.18417081 -0.45855245 -0.30051896 -0.5320766   0.64619946
  0.22631496 -0.18337402 -0.11258887  0.3942475   0.5710814   0.3157611
 -0.5193344  -0.36465862 -0.5556515  -0.3673109  -0.11764323  0.26800972
  0.39852697 -0.15529169]"
118,BA6284,"[ 0.1050005   0.03194986 -0.10549513 -0.10019404 -0.18929541 -0.31095207
 -0.10952127 -0.2615949   0.22647457  0.05227508  0.22542444  0.07615793
 -0.19021627 -0.00381907  0.3288455   0.3547293  -0.03972503  0.22031975
  0.16500509 -0.01978324 -0.06124594 -0.07413743  0.253695    0.04447625
 -0.14637482 -0.02806832  0.2841299  -0.0079083   0.22935101 -0.19418412
 -0.05850646  0.08819372  0.18014093  0.2533334   0.09325331  0.22968116
 -0.03313309  0.20565408 -0.30501473 -0.05591299 -0.09861828  0.11972074
 -0.04511497  0.39817464  0.2358493  -0.02480354  0.21957104 -0.07331192
  0.07117984 -0.01383204 -0.36751628 -0.2342885   0.14873528 -0.15035394
 -0.14920622 -0.22401942  0.06141726 -0.17206392  0.15437998 -0.1057483
  0.05332217 -0.31681412 -0.15951341 -0.21230516  0.2130099   0.12242755
  0.02906702  0.16749457 -0.14324307  0.05910099  0.06007861  0.25227022
  0.18098256 -0.36893553  0.0968576   0.01288059  0.06211282  0.11295731
  0.18253475  0.02666867  0.05625829  0.1229272  -0.03296819  0.14741188
  0.0125439  -0.3251282  -0.2280832   0.01665405 -0.11752708  0.42360717
  0.11986456  0.00435242  0.2885328   0.04654401 -0.18165416  0.33075884
 -0.02647564  0.13784268 -0.4505073  -0.32825908 -0.08503587  0.1624631
 -0.10924244  0.16757494 -0.11756201 -0.17676225  0.00529449  0.04099681
  0.19076772  0.14256674 -0.25231257 -0.20951912 -0.16968726  0.3782324
  0.04953787 -0.14741597  0.00991187  0.20772357  0.25553977  0.06942429
 -0.22298765 -0.24732769 -0.35982102 -0.27848864 -0.20952134  0.09800692
  0.1750814  -0.06347582]"
119,BA6745,"[ 0.06535562  0.11888302 -0.19603038 -0.3101433  -0.29303858 -0.55680406
 -0.22193176 -0.27208352  0.35433716  0.10596671  0.48887786  0.24483061
 -0.2110093  -0.04871226  0.32991087  0.626768   -0.0787986   0.28407964
  0.2128089  -0.04456279 -0.27390236 -0.20717144  0.49784148  0.18375671
 -0.19280854 -0.08069711  0.5360861  -0.0020055   0.21248466 -0.21688601
 -0.2131459   0.13788828  0.17944644  0.19748163  0.19588386  0.4354888
  0.02957053  0.06696016 -0.40605706 -0.01353002 -0.01156239  0.18706217
 -0.12317879  0.5221917   0.12912276 -0.21835083  0.2379591  -0.10824663
  0.07771213  0.210098   -0.6155536  -0.3416959   0.3525751  -0.17970902
 -0.17836788 -0.3457088   0.01266366 -0.18458287  0.3021706  -0.12838773
  0.25661796 -0.46371764 -0.31097046 -0.17339203  0.28130654  0.12789151
  0.00967777  0.2928923  -0.29286736  0.07509979  0.27706966  0.37590337
  0.23486272 -0.3573586   0.03396215  0.04127767  0.16904938  0.02242195
  0.13166413  0.17699553  0.07895077  0.20016804  0.00268135  0.07533914
  0.01716063 -0.48350304 -0.3352554  -0.02287234  0.03513612  0.4613155
  0.17483658  0.02479115  0.28239426  0.1962009  -0.09708995  0.35887516
  0.07064471  0.1306521  -0.63737816 -0.6024647  -0.09107394  0.02061599
 -0.02740867  0.31953764  0.0197671  -0.2638095   0.08093053  0.3456343
  0.09900021  0.0784304  -0.41007143 -0.19416851 -0.3890568   0.51033545
  0.05575869 -0.31233114 -0.09553993  0.40610212  0.47375062  0.17395297
 -0.43651512 -0.4259821  -0.5996317  -0.35171497 -0.28785175  0.10132124
  0.30312854 -0.14558029]"
120,BA5445,"[ 0.01236662  0.02985884 -0.13071316 -0.14614809 -0.27301356 -0.34646308
 -0.06519198 -0.341061    0.31274316  0.10485556  0.23313287  0.04692595
 -0.24591118  0.09326097  0.15260932  0.32436934  0.00633573  0.26422676
  0.39928412 -0.12537995 -0.18644868 -0.24069291  0.23806047  0.08132376
 -0.20624742 -0.07101479  0.4241785  -0.10593762  0.25215423 -0.2810319
 -0.11524738  0.10053013  0.24178378  0.36863518  0.15298095  0.18223053
  0.0492383   0.00352144 -0.21160191 -0.19375156  0.15548883 -0.04769464
 -0.03352378  0.28341055  0.08944622 -0.08319244  0.16816851 -0.02674224
  0.04087541  0.01419873 -0.45979205 -0.25065655  0.17828599 -0.09449257
 -0.00937823 -0.13352485 -0.03144426 -0.15346847  0.24590445 -0.02657348
  0.160607   -0.41066962 -0.29946494 -0.12957592  0.05409537  0.11217143
  0.00512049  0.18610194 -0.33698094  0.00894077  0.1934173   0.37944388
  0.12185907 -0.5439873   0.12464886  0.08430387  0.20117405  0.2063362
  0.19056088  0.02970812  0.10471646  0.21149185 -0.03358927  0.07121369
 -0.08015    -0.4121904  -0.20530494 -0.09672705 -0.08602674  0.44226804
  0.12008686  0.21474151  0.22853038  0.25065285 -0.24200508  0.38967526
  0.01669692  0.20514345 -0.48741862 -0.26646906 -0.25047636  0.06412999
 -0.18815741  0.30925295 -0.12006744 -0.20565419  0.17298919  0.15775335
  0.25158763  0.10264409 -0.308037   -0.11460047 -0.1287036   0.39872968
  0.09429345 -0.07782026  0.06378182  0.16578978  0.40038303 -0.01792681
 -0.05396055 -0.40217182 -0.48340583 -0.3183073  -0.32193553  0.07663453
  0.20803002 -0.01399297]"
121,BA6672,"[ 0.07569259  0.04708403 -0.13432652 -0.06027986 -0.29273152 -0.29634935
 -0.06349233 -0.30100346  0.25925094  0.09005147  0.25835887 -0.02290834
 -0.2578402   0.0868079   0.18350229  0.39552897 -0.01333737  0.21908662
  0.25033087 -0.00075146 -0.24739951 -0.18760633  0.2675808  -0.03546079
 -0.28153107 -0.08739696  0.40172595 -0.05296949  0.25480726 -0.20324817
 -0.11031039  0.02334027  0.19567592  0.34184518  0.15516646  0.2510804
  0.05371689  0.0932771  -0.26045412 -0.18844013  0.10746679 -0.05929235
  0.04540426  0.33839643  0.12401281 -0.06822725  0.14136907  0.0086816
 -0.01227638  0.02692922 -0.45506382 -0.28885275  0.18412246 -0.08898325
  0.01751795 -0.1336429  -0.00189164 -0.17560549  0.2573844  -0.05835014
  0.15825488 -0.41082215 -0.21367277 -0.19105625  0.07329012  0.04130162
  0.07832387  0.15618652 -0.31370574  0.02611848  0.13250655  0.33144224
  0.17270797 -0.56291497  0.04932086  0.16132098  0.25665474  0.16015902
  0.17349172  0.01633295  0.11243321  0.25576833 -0.05828538  0.06832872
 -0.06689652 -0.36931932 -0.19339058 -0.05735858 -0.1573338   0.4598279
  0.17680243  0.16026296  0.2097351   0.2519247  -0.2277849   0.36086565
 -0.02649274  0.27110913 -0.4647571  -0.251567   -0.235277    0.09049006
 -0.10853099  0.31726348 -0.18198514 -0.2496683   0.18205088  0.07427561
  0.19298704  0.13643652 -0.2886783  -0.14738992 -0.16284303  0.36121783
  0.06262631 -0.10527974  0.00443071  0.18177213  0.3256372  -0.01917826
 -0.09553718 -0.334763   -0.4783702  -0.29818028 -0.36597186  0.04084784
  0.14843793  0.08672699]"
122,BA3075,"[ 7.98649639e-02  1.14191301e-01 -1.15609713e-01 -1.32792622e-01
 -3.12346876e-01 -4.75489020e-01 -9.65641141e-02 -2.66431004e-01
  3.44315022e-01  7.36295655e-02  2.56439984e-01  8.47111866e-02
 -1.55417114e-01  3.95343080e-02  1.69616669e-01  4.86675948e-01
  7.99623132e-02  2.68581867e-01  4.20860052e-01 -1.90424882e-02
 -1.95732981e-01 -2.57406950e-01  2.75920451e-01  6.39252961e-02
 -3.01028341e-01 -2.31098756e-01  4.77398396e-01 -5.33355474e-02
  2.56273717e-01 -3.10822934e-01 -1.63996831e-01  5.48386201e-02
  2.23308787e-01  3.26644629e-01  2.34502137e-01  2.69154161e-01
  2.34421730e-01  2.36252993e-02 -3.61808240e-01 -2.63013929e-01
  1.17449000e-01  2.90753078e-02 -1.91768408e-02  3.95797998e-01
  1.65125817e-01 -1.00310475e-01  2.00891376e-01 -1.78350657e-01
  2.74290070e-02  6.94851950e-02 -5.31179845e-01 -3.24564338e-01
  2.44501799e-01  5.09087220e-02 -7.95776099e-02 -2.94663370e-01
 -1.14488229e-02 -2.96210110e-01  1.91938788e-01  1.01408094e-01
  2.85072625e-01 -3.71694267e-01 -3.29001129e-01 -2.21659452e-01
  4.19299379e-02  1.46939248e-01  6.03593513e-02  1.90325618e-01
 -3.06883216e-01  7.18531460e-02  1.48907959e-01  4.10022467e-01
  1.28671855e-01 -5.54714918e-01  1.04927905e-01  1.32800490e-01
  2.42311388e-01  4.62601930e-02  2.12093890e-01 -8.56730789e-02
  1.25901163e-01  6.05659857e-02 -1.70236886e-01  3.43702734e-04
  3.00760269e-02 -3.80021513e-01 -1.84271574e-01 -1.19664468e-01
 -2.17111424e-01  4.72512066e-01  1.72421783e-01  1.18674889e-01
  1.86736673e-01  3.38861823e-01 -3.23376864e-01  4.79451984e-01
 -1.43533237e-02  2.49446541e-01 -5.58868766e-01 -3.20170790e-01
 -1.55641228e-01  1.09619178e-01 -8.11323971e-02  2.83300251e-01
 -2.27042347e-01 -3.34537685e-01  1.19774148e-01  1.21552370e-01
  1.20729521e-01  1.76013812e-01 -3.13629389e-01 -2.18192577e-01
 -2.16085896e-01  4.36592460e-01 -1.84713677e-02 -2.13384032e-01
  6.63372427e-02  1.82293355e-01  3.73389363e-01 -6.43736720e-02
 -1.42582193e-01 -4.38889533e-01 -5.83031237e-01 -2.64591545e-01
 -3.53297591e-01  1.19410291e-01  2.43597209e-01  4.28879708e-02]"
123,BA6406,"[ 0.12975274  0.19027412 -0.06460004 -0.24678668 -0.24488536 -0.53304607
 -0.16944747 -0.25138247  0.21272682 -0.38867736  0.2342355   0.09061626
 -0.0667697   0.04635782  0.54332054  0.87938344 -0.1968131   0.05833583
  0.11528023 -0.07907463 -0.2830793  -0.074109    0.3357073   0.04259054
 -0.31490424 -0.28224963  0.39494267  0.03882116  0.23268875 -0.4311104
  0.08939669  0.03855548  0.22429918  0.3185593   0.09173226  0.37099093
  0.10421959  0.09075651 -0.5677337  -0.34418714  0.07899107  0.31147647
  0.08309042  0.6327509   0.25016797 -0.31117654  0.1713314  -0.44192398
  0.15857682  0.08745822 -0.59413576 -0.20813447  0.01239108 -0.06410436
 -0.26390296 -0.26646227  0.00554454 -0.39101923  0.16573945 -0.00449607
  0.29077673 -0.3391313  -0.3023147  -0.30087745  0.47121248  0.33549678
  0.21760577  0.25136438 -0.11922896  0.29521015  0.12055184  0.40303606
  0.03834657 -0.55056787  0.44410616  0.18069038  0.01390728  0.15229866
  0.23124483 -0.19082476  0.1442091  -0.14817348 -0.09637284  0.2911259
  0.1845425  -0.35804087 -0.26535133  0.25919643 -0.38622308  0.86768323
  0.21335232 -0.00747266  0.3283327   0.04452925 -0.36972898  0.35799563
 -0.12120125  0.10178027 -0.68703085 -0.41943517  0.09536503  0.23706314
 -0.48556593  0.20090073 -0.09669501 -0.30047137  0.12865862 -0.17763996
  0.20377712  0.3388286  -0.5068291  -0.44746017 -0.45782638  0.5450864
 -0.05260768 -0.4853845  -0.01276806  0.15736142  0.20904425  0.0985819
 -0.3218953  -0.73663014 -0.40436122 -0.44829535 -0.27891153  0.0856062
  0.35455385 -0.14385279]"
124,CA2037,"[ 0.03236628  0.10876315 -0.04637376 -0.1831799  -0.23003602 -0.454494
 -0.10025568 -0.25115174  0.26533446  0.14216447  0.2577865   0.05134743
 -0.16587853 -0.03946073  0.34087563  0.5210664  -0.21740898  0.3754097
  0.22328722  0.09605698  0.10863113 -0.08520264  0.26742175  0.08886858
 -0.11979169 -0.10595496  0.3791043   0.10156207  0.1314818  -0.2850449
 -0.25342888  0.25375098  0.23063679  0.16688186  0.1853271   0.40649486
 -0.1603803   0.29394326 -0.3458885  -0.11075127 -0.06942345  0.10219941
 -0.15802775  0.48377413  0.20379697 -0.00075537  0.31205058 -0.11276401
  0.15931094  0.10722733 -0.46092695 -0.06005764  0.30205527 -0.1476772
 -0.03926474 -0.38067198  0.09705953 -0.17800607  0.18415627 -0.08868639
  0.10255072 -0.37470603 -0.26088598 -0.10569305  0.2389201   0.05773947
 -0.00729014  0.12236738 -0.35404336  0.07540932  0.01997051  0.24817863
  0.26034522 -0.37569934  0.03954612  0.09561233  0.30181226  0.0338375
  0.16870764  0.11922884  0.01837842  0.06780398 -0.03647707  0.1144269
  0.18248212 -0.28024542 -0.2659103   0.00878996 -0.12649915  0.5002351
  0.19798362 -0.08650076  0.35389024  0.25215948 -0.32539684  0.48325992
 -0.12204333  0.08829827 -0.5602002  -0.48370913 -0.05582314  0.20206952
 -0.04854421  0.34876058 -0.05838803 -0.19101715 -0.03475124  0.07732853
  0.26902854  0.08204183 -0.1626023  -0.23760518 -0.3336112   0.49989444
  0.12505028 -0.1323708   0.00767364  0.2647228   0.1861692   0.14107448
 -0.35070297 -0.304687   -0.42259756 -0.25095087 -0.29373258  0.2146997
  0.25010902 -0.07059187]"
125,BA2244,"[ 0.02941817  0.10800545 -0.15860832 -0.12886466 -0.25278157 -0.47492498
 -0.10153838 -0.3787602   0.31603134  0.01446211  0.17575482 -0.00390765
 -0.19183874  0.09507566  0.1754424   0.4884215  -0.01882861  0.32331255
  0.38997912 -0.06275445 -0.251734   -0.29066417  0.25748816  0.03910031
 -0.24152154 -0.16766885  0.41943583 -0.00561435  0.304328   -0.33110872
 -0.18505345  0.15248014  0.27528477  0.35903937  0.21062905  0.31775364
  0.18388516  0.06521375 -0.27386308 -0.2583111   0.14867423 -0.01734255
 -0.05279352  0.34591192  0.15981066 -0.14536837  0.05653419 -0.06044967
  0.08248748  0.1044065  -0.42374563 -0.34642476  0.15985486 -0.04368613
 -0.02990958 -0.204084   -0.09644858 -0.26089913  0.273495    0.05015726
  0.19929908 -0.41305876 -0.40801227 -0.08664203  0.10330403  0.1156544
  0.03889062  0.13436863 -0.25119594  0.05094532  0.07442842  0.38350415
  0.09524459 -0.658425    0.21440586  0.12811708  0.27622265  0.24175984
  0.18961564 -0.01322971 -0.00571434  0.1338414  -0.00509454  0.14540905
  0.04082508 -0.44229233 -0.27610263 -0.1462193  -0.18984716  0.56091005
  0.16605052  0.16867283  0.19683051  0.3279587  -0.34402698  0.4326241
 -0.02235346  0.2992749  -0.6275711  -0.41250482 -0.22786087  0.09928962
 -0.11263446  0.32070667 -0.1595437  -0.40072715  0.15064546  0.0684868
  0.19812593  0.12344964 -0.34179002 -0.08719401 -0.17430557  0.47378993
  0.08849976 -0.25522476  0.10367496  0.2457113   0.32087985 -0.06330913
 -0.07644573 -0.5077301  -0.5878672  -0.37385342 -0.44721073  0.11015584
  0.24807629 -0.0108047 ]"
